"","Gene1","Gene2","Int.Alz.PPI.d.","Int.Alz.PPI.j.","Int.all.PPI.d.","Int.all.PPI.j.","CoExp.d.","CoExp.j.","Int.syn.d.","Int.syn.j.","Int.Par.PPI.d.","Int.Par.PPI.j.","Dif.Co.d.","Dif.Co.j.","Alz.ptw.1","Alz.ptw.2","Alz.DISEASES.1","Alz.DISEASES.2"
"193","ENSG00000196361","ENSG00000164867",1,0.230769230769231,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"194","ENSG00000196361","ENSG00000105982",1,0.24,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"195","ENSG00000196361","ENSG00000175899",1,0.222222222222222,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"196","ENSG00000188153","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"197","ENSG00000116141","ENSG00000186868",1,0.142857142857143,0.5,0.1,0,0,0.333333333333333,0,0,0,0,0,"False","True","False","True"
"198","ENSG00000136717","ENSG00000186868",1,0.142857142857143,0.2,0,0,0,0.333333333333333,0,1,0.142857142857143,0,0,"False","True","True","True"
"199","ENSG00000166313","ENSG00000084234",1,0.5,0.25,0,0,0,1,0.333333333333333,0,0,0,0,"True","False","True","True"
"200","ENSG00000070018","ENSG00000159363",1,0.0465116279069767,0.333333333333333,0,0,0,0,0,1,0.0454545454545455,0,0,"False","False","False","False"
"201","ENSG00000198408","ENSG00000105401",1,0.115384615384615,0,0,0,0,0,0,0.25,0,0,0,"False","False","False","False"
"202","ENSG00000198408","ENSG00000105613",1,0.0882352941176471,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"203","ENSG00000198408","ENSG00000105982",1,0.16,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"204","ENSG00000198408","ENSG00000175899",1,0.148148148148148,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"205","ENSG00000133069","ENSG00000130203",1,0.133333333333333,1,0.25,0,0,0,0,0,0,0,0,"False","True","False","True"
"206","ENSG00000127452","ENSG00000105401",1,0.115384615384615,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"207","ENSG00000127452","ENSG00000105613",1,0.0882352941176471,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"208","ENSG00000127452","ENSG00000105982",1,0.16,1,0.333333333333333,0,0,0,0,0,0,0,0,"False","False","False","False"
"209","ENSG00000127452","ENSG00000143801",1,0.222222222222222,0.25,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"210","ENSG00000115380","ENSG00000164867",1,0.08,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"211","ENSG00000108578","ENSG00000105613",1,0.151515151515152,0.2,0,0,0,0,0,0,0,0,0,"False","False","True","False"
"212","ENSG00000108578","ENSG00000105982",1,0.153846153846154,0.25,0,0,0,0,0,0,0,0,0,"False","False","True","False"
"213","ENSG00000108578","ENSG00000138115",1,0.3,0,0,0,0,0,0,0,0,0,0,"False","False","True","False"
"214","ENSG00000107829","ENSG00000105401",1,0.16,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"215","ENSG00000107829","ENSG00000105613",1,0.0882352941176471,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"216","ENSG00000107829","ENSG00000105982",1,0.16,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"217","ENSG00000197694","ENSG00000084764",1,0.5,0.333333333333333,0,0,0,0,0,1,0.333333333333333,0,0,"False","False","False","False"
"219","ENSG00000119917","ENSG00000105401",1,0.269230769230769,1,0.0487804878048781,0,0,0,0,0,0,0,0,"False","False","False","False"
"220","ENSG00000119917","ENSG00000105613",1,0.242424242424242,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"221","ENSG00000119917","ENSG00000196365",1,0.461538461538462,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"222","ENSG00000119917","ENSG00000179262",1,0.461538461538462,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"223","ENSG00000119917","ENSG00000175899",1,0.296296296296296,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"224","ENSG00000119917","ENSG00000130203",1,0.277777777777778,0.5,0.0666666666666667,0,0,0,0,0,0,0,0,"False","True","False","True"
"225","ENSG00000105401","ENSG00000132002",1,0.111111111111111,1,0.0555555555555556,0,0,0.25,0,0,0,0,0,"False","False","False","False"
"226","ENSG00000105401","ENSG00000133246",1,0.192307692307692,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"227","ENSG00000105401","ENSG00000164867",1,0.113636363636364,1,0.075,0,0,0,0,0,0,0,0,"False","False","False","False"
"228","ENSG00000105401","ENSG00000105607",1,0.269230769230769,0.5,0.0555555555555556,0,0,0,0,0,0,0,0,"False","False","False","False"
"229","ENSG00000105401","ENSG00000105982",1,0.714285714285714,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"230","ENSG00000105401","ENSG00000196365",1,0.259259259259259,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"231","ENSG00000105401","ENSG00000080815",1,0.19047619047619,1,0.0408163265306122,0,0,0.25,0,0.2,0,0,0,"False","True","False","True"
"232","ENSG00000105401","ENSG00000179262",1,0.259259259259259,0.5,0.0208333333333333,0,0,0.25,0,0,0,0,0,"False","False","False","False"
"233","ENSG00000105401","ENSG00000130203",1,0.266666666666667,1,0.0487804878048781,0,0,0,0,0,0,0,0,"False","True","False","True"
"234","ENSG00000105401","ENSG00000164885",1,0.148148148148148,0.333333333333333,0,0,0,0,0,0.25,0,0,0,"False","True","False","True"
"236","ENSG00000133030","ENSG00000164867",1,0.08,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"237","ENSG00000187498","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"238","ENSG00000161544","ENSG00000159363",1,0.0465116279069767,0.2,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"239","ENSG00000150593","ENSG00000143801",1,0.111111111111111,1,0.117647058823529,0,0,0,0,0,0,0,0,"False","True","False","True"
"240","ENSG00000150593","ENSG00000130203",1,0.133333333333333,1,0.142857142857143,0,0,0,0,0,0,0,0,"False","True","False","True"
"242","ENSG00000137414","ENSG00000159363",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"243","ENSG00000132002","ENSG00000105613",1,0.151515151515152,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"244","ENSG00000132002","ENSG00000143801",1,0.210526315789474,0.25,0,0,0,0.2,0,0,0,0,0,"False","True","False","True"
"245","ENSG00000132002","ENSG00000138115",1,0.3,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"246","ENSG00000121966","ENSG00000159363",1,0.0454545454545455,0.25,0,0,0,0,0,1,0.0454545454545455,0,0,"False","False","False","False"
"251","ENSG00000141480","ENSG00000168539",1,0.6,0,0,0,0,0,0,1,0.6,0,0,"False","False","False","False"
"252","ENSG00000141480","ENSG00000181773",1,0.5,0,0,0,0,0,0,1,0.5,0,0,"False","False","False","False"
"253","ENSG00000171564","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"255","ENSG00000159363","ENSG00000105701",1,0.0465116279069767,0.333333333333333,0,0,0,0,0,1,0.0454545454545455,0,0,"False","False","False","False"
"256","ENSG00000159363","ENSG00000105583",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"257","ENSG00000159363","ENSG00000144476",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"258","ENSG00000159363","ENSG00000203880",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"259","ENSG00000159363","ENSG00000106803",1,0.0465116279069767,0.166666666666667,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"260","ENSG00000159363","ENSG00000183496",1,0.0465116279069767,0.2,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"261","ENSG00000159363","ENSG00000165775",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"262","ENSG00000159363","ENSG00000094631",1,0.0465116279069767,1,0.105263157894737,0,0,0,0,1,0.0444444444444444,0,0,"False","False","False","False"
"263","ENSG00000159363","ENSG00000220205",1,0.0465116279069767,0.2,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"264","ENSG00000159363","ENSG00000188394",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"265","ENSG00000159363","ENSG00000136485",1,0.0465116279069767,0.25,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"266","ENSG00000159363","ENSG00000075624",1,0.0454545454545455,0.5,0.032258064516129,0,0,0,0,1,0.0454545454545455,0,0,"False","False","False","True"
"267","ENSG00000159363","ENSG00000135390",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","True","False","False"
"268","ENSG00000159363","ENSG00000174851",1,0.0465116279069767,1,0.181818181818182,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"269","ENSG00000159363","ENSG00000110148",1,0.0465116279069767,0.25,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"270","ENSG00000159363","ENSG00000134153",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"271","ENSG00000159363","ENSG00000120324",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"272","ENSG00000159363","ENSG00000169223",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"273","ENSG00000159363","ENSG00000104044",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"274","ENSG00000159363","ENSG00000115977",1,0.0465116279069767,1,0.222222222222222,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"275","ENSG00000159363","ENSG00000196981",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"276","ENSG00000159363","ENSG00000164128",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"277","ENSG00000159363","ENSG00000118363",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"278","ENSG00000159363","ENSG00000198856",1,0.0465116279069767,0.2,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"279","ENSG00000159363","ENSG00000178950",1,0.0465116279069767,1,0.333333333333333,0,0,0,0,1,0.0638297872340425,0,0,"False","False","False","False"
"280","ENSG00000159363","ENSG00000108219",1,0.0465116279069767,0,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"281","ENSG00000159363","ENSG00000104765",1,0.0465116279069767,1,0.142857142857143,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"282","ENSG00000159363","ENSG00000189057",1,0.0465116279069767,0.2,0,0,0,0,0,1,0.0465116279069767,0,0,"False","False","False","False"
"284","ENSG00000137486","ENSG00000168539",1,0.5,0,0,0,0,0,0,1,0.5,0,0,"False","False","False","False"
"285","ENSG00000137486","ENSG00000181773",1,0.666666666666667,0,0,0,0,0,0,1,0.666666666666667,0,0,"False","False","False","False"
"286","ENSG00000033627","ENSG00000116039",1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"287","ENSG00000033627","ENSG00000117984",1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"288","ENSG00000105613","ENSG00000133246",1,0.114285714285714,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"289","ENSG00000105613","ENSG00000164867",1,0.0961538461538462,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"290","ENSG00000105613","ENSG00000196365",1,0.235294117647059,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"291","ENSG00000105613","ENSG00000105514",1,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"292","ENSG00000105613","ENSG00000157212",1,0.114285714285714,0.2,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"293","ENSG00000105613","ENSG00000179262",1,0.2,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"294","ENSG00000105613","ENSG00000143801",1,0.166666666666667,0.25,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"295","ENSG00000105613","ENSG00000175899",1,0.414634146341463,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"296","ENSG00000105613","ENSG00000184719",1,0.0625,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"297","ENSG00000105613","ENSG00000130203",1,0.179487179487179,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"298","ENSG00000105613","ENSG00000138190",1,0.272727272727273,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"299","ENSG00000105613","ENSG00000164885",1,0.0540540540540541,0.25,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"300","ENSG00000105613","ENSG00000138115",1,0.21875,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"301","ENSG00000133246","ENSG00000105982",1,0.192307692307692,1,0.2,0,0,0,0,0,0,0,0,"False","False","False","False"
"302","ENSG00000133246","ENSG00000080815",1,0.137931034482759,0.25,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"303","ENSG00000133246","ENSG00000175899",1,0.178571428571429,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"304","ENSG00000197565","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"305","ENSG00000164867","ENSG00000105607",1,0.214285714285714,1,0.222222222222222,0,0,0,0,0,0,0,0,"False","False","False","False"
"306","ENSG00000164867","ENSG00000132475",1,0.08,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"307","ENSG00000164867","ENSG00000132305",1,0.08,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"308","ENSG00000164867","ENSG00000172638",1,0.08,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"309","ENSG00000164867","ENSG00000105982",1,0.13953488372093,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"310","ENSG00000164867","ENSG00000130402",1,0.08,0.5,0.0666666666666667,0,0,0,0,0,0,0,0,"False","False","False","False"
"311","ENSG00000164867","ENSG00000166033",1,0.08,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"312","ENSG00000164867","ENSG00000100380",1,0.0740740740740741,1,0.181818181818182,0,0,0,0,0,0,0,0,"False","False","False","False"
"313","ENSG00000164867","ENSG00000066044",1,0.08,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"314","ENSG00000164867","ENSG00000077522",1,0.08,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"315","ENSG00000164867","ENSG00000175899",1,0.159090909090909,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"316","ENSG00000164867","ENSG00000155252",1,0.0769230769230769,0.2,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"317","ENSG00000164867","ENSG00000138190",1,0.129032258064516,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"318","ENSG00000164867","ENSG00000197256",1,0.0769230769230769,0.5,0.0416666666666667,0,0,0,0,0,0,0,0,"False","False","False","False"
"319","ENSG00000108242","ENSG00000175899",1,0.115384615384615,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"320","ENSG00000096384","ENSG00000186868",1,0.142857142857143,0.5,0.0106382978723404,0,0,0.333333333333333,0,0.5,0.0666666666666667,0,0,"False","True","False","True"
"321","ENSG00000105607","ENSG00000105982",1,0.269230769230769,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"322","ENSG00000105607","ENSG00000080815",1,0.166666666666667,1,0.117647058823529,0,0,0,0,0,0,0,0,"False","True","False","True"
"323","ENSG00000105607","ENSG00000175899",1,0.206896551724138,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"324","ENSG00000105607","ENSG00000130203",1,0.4375,0.333333333333333,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"325","ENSG00000105607","ENSG00000138190",1,0.266666666666667,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"326","ENSG00000104812","ENSG00000082701",1,0.4,1,0.0645161290322581,0,0,0,0,1,0.5,0,0,"False","True","False","True"
"327","ENSG00000075413","ENSG00000186868",1,0.142857142857143,0.5,0.0625,0,0,0.333333333333333,0,0.333333333333333,0,0,0,"False","True","False","True"
"328","ENSG00000084764","ENSG00000113758",1,0.333333333333333,0.333333333333333,0,0,0,0,0,1,0.181818181818182,0,0,"False","False","False","True"
"330","ENSG00000082701","ENSG00000186868",1,0.266666666666667,0.333333333333333,0,0,0,0,0,1,0.272727272727273,0,0,"True","True","True","True"
"331","ENSG00000082701","ENSG00000164924",1,0.5,0.5,0.0134228187919463,0,0,0,0,0.5,0.166666666666667,0,0,"True","False","True","False"
"333","ENSG00000137824","ENSG00000080815",1,0.0769230769230769,0.25,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"334","ENSG00000171560","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"335","ENSG00000072518","ENSG00000186868",1,0.142857142857143,1,0.214285714285714,0,0,0.333333333333333,0,0,0,0,0,"False","True","False","True"
"336","ENSG00000255302","ENSG00000143801",1,0.117647058823529,0,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"339","ENSG00000113758","ENSG00000164885",1,0.2,0.25,0,0,0,0,0,1,0.2,0,0,"False","True","True","True"
"340","ENSG00000007047","ENSG00000186868",1,0.142857142857143,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,"False","True","False","True"
"341","ENSG00000167965","ENSG00000175899",1,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"342","ENSG00000117362","ENSG00000080815",1,0.153846153846154,0.5,0.0588235294117647,0,0,0.5,0.111111111111111,0,0,0,0,"True","True","True","True"
"343","ENSG00000117362","ENSG00000143801",1,0.235294117647059,0.25,0,0,0,0.25,0,0,0,0,0,"True","True","True","True"
"345","ENSG00000126545","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"346","ENSG00000179115","ENSG00000175899",1,0.115384615384615,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"347","ENSG00000138180","ENSG00000105514",1,0.4,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"348","ENSG00000262655","ENSG00000105290",1,0.571428571428571,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"349","ENSG00000262655","ENSG00000084234",1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"350","ENSG00000105982","ENSG00000196365",1,0.214285714285714,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"351","ENSG00000105982","ENSG00000107816",1,0.0833333333333333,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"352","ENSG00000105982","ENSG00000179262",1,0.214285714285714,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"353","ENSG00000105982","ENSG00000143801",1,0.138888888888889,0.25,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"354","ENSG00000105982","ENSG00000175899",1,0.428571428571429,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"355","ENSG00000105982","ENSG00000130203",1,0.1875,0.2,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"356","ENSG00000105982","ENSG00000164885",1,0.107142857142857,0.25,0,0,0,0,0,0,0,0,0,"False","True","False","True"
"358","ENSG00000188906","ENSG00000186868",1,0.214285714285714,0.5,0.0117647058823529,0,0,0.166666666666667,0,1,0.00980392156862745,0,0,"False","True","True","True"
"360","ENSG00000105290","ENSG00000144619",1,0.428571428571429,0,0,0,0,0,0,0,0,0,0,"False","False","True","False"
"362","ENSG00000107295","ENSG00000157212",1,0.285714285714286,0.2,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"364","ENSG00000196365","ENSG00000175899",1,0.285714285714286,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"365","ENSG00000196365","ENSG00000138115",1,0.307692307692308,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
"367","ENSG00000080815","ENSG00000100380",1,0.111111111111111,1,0.105263157894737,0,0,0.2,0,0.166666666666667,0,0,0,"True","False","True","False"
"368","ENSG00000080815","ENSG00000083720",1,0.0769230769230769,0,0,0,0,0,0,0.166666666666667,0,0,0,"True","False","True","False"
"369","ENSG00000080815","ENSG00000143801",1,0.162162162162162,0.5,0.173913043478261,0,0,0.5,0.111111111111111,0,0,0,0,"True","True","True","True"
"370","ENSG00000080815","ENSG00000082397",1,0.0769230769230769,0.25,0,0,0,0.25,0,0.166666666666667,0,0,0,"True","False","True","False"
"371","ENSG00000080815","ENSG00000172757",1,0.0769230769230769,0.333333333333333,0,0,0,0.25,0,0,0,0,0,"True","False","True","True"
"372","ENSG00000080815","ENSG00000130203",1,0.176470588235294,0.5,0.142857142857143,0,0,0,0,0,0,0,0,"True","True","True","True"
"373","ENSG00000080815","ENSG00000164885",1,0.1,0.25,0,0,0,0,0,0.142857142857143,0,0,0,"True","True","True","True"
"374","ENSG00000080815","ENSG00000197256",1,0.0740740740740741,0.333333333333333,0,0,0,0,0,0,0,0,0,"True","False","True","False"
"375","ENSG00000080815","ENSG00000168036",1,0.115384615384615,1,0.0606060606060606,0,0,1,0.375,0.2,0,0,0,"True","False","True","True"
"376","ENSG00000185624","ENSG00000186868",1,0.142857142857143,1,0.166666666666667,0,0,0.25,0,1,0.181818181818182,0,0,"False","True","False","True"
"377","ENSG00000134871","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"378","ENSG00000100380","ENSG00000130203",1,0.2,1,0.181818181818182,0,0,0,0,0,0,0,0,"False","True","False","True"
"380","ENSG00000186868","ENSG00000171867",1,0.214285714285714,1,0.230769230769231,0,0,0.5,0.02,1,0.272727272727273,0,0,"True","False","True","True"
"381","ENSG00000186868","ENSG00000164924",1,0.285714285714286,1,0.0230769230769231,0,0,0.5,0.0357142857142857,0.5,0.0833333333333333,0,0,"True","False","True","False"
"382","ENSG00000157212","ENSG00000175899",1,0.178571428571429,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"383","ENSG00000179262","ENSG00000175899",1,0.241379310344828,0,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"384","ENSG00000179262","ENSG00000155252",1,0.181818181818182,0.25,0,0,0,0,0,0,0,0,0,"False","False","False","True"
"385","ENSG00000143801","ENSG00000138190",1,0.227272727272727,0,0,0,0,0,0,0,0,0,0,"True","False","True","False"
"386","ENSG00000081052","ENSG00000167755",1,0.181818181818182,0,0,0,0,1,0.181818181818182,0,0,0,0,"False","False","False","False"
"387","ENSG00000175899","ENSG00000130203",1,0.25,0,0,0,0,0,0,0,0,0,0,"False","True","True","True"
"388","ENSG00000175899","ENSG00000138115",1,0.178571428571429,0,0,0,0,0,0,0,0,0,0,"False","False","True","False"
"389","ENSG00000130203","ENSG00000138115",1,0.235294117647059,0,0,0,0,0,0,0,0,0,0,"True","False","True","False"
"390","ENSG00000138190","ENSG00000138190",1,1,0,0,0,0,0,0,0,0,0,0,"False","False","False","False"
